Species,Species_model,sla,lnm,lpm,CHELSA_bio10_1,CHELSA_bio10_4,CHELSA_bio10_12,CHELSA_bio10_15,PFTs,Realm,KG_classes,KG_classORD,Ancestral_DECJ_family,Ancestral_description_family
Viburnum_costaricanum,Viburnum_costaricanum,NA,12.1,1.2,-0.6850253157361065,-1.2196432211017794,2.40707257935405,0.3234979717699396,PFT4,Panamanian,Cfb,Cf,F,Dfad
Weinmannia_pinnata,Weinmannia_pinnata,NA,10.7,1,-0.6850253157361065,-1.2196432211017794,2.40707257935405,0.3234979717699396,PFT4,Panamanian,Cfb,Cf,E,Cwac
Zanthoxylum_capense,Zanthoxylum_capense,NA,11.7,0.9,-0.6850253157361065,-1.2196432211017794,2.40707257935405,0.3234979717699396,PFT4,Panamanian,Cfb,Cf,C,BWhWk
Cecropia_obtusifolia,Cecropia_obtusifolia,NA,19.9,1.8,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Heliocarpus_appendiculatus,Heliocarpus_appendiculatus,NA,22.6,2.9,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Trichospermum_galeottii,Trichospermum_galeottii,NA,18.5,1.2,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Ficus_aurea,Ficus_aurea,NA,13.8,1.1,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Ficus_yoponensis,Ficus_yoponensis,NA,20.8,1.5,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Nectandra_ambigens,Nectandra_ambigens,NA,16.8,1.3,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,E,Cwac
Pseudolmedia_glabrata,Pseudolmedia_glabrata,NA,15.4,1.1,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Spondias_radlkoferi,Spondias_radlkoferi,NA,12.5,1.3,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT6,Panamanian,Af,AFM,C,BWhWk
Faramea_occidentalis,Faramea_occidentalis,NA,14,1.1,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,D,Cfac
Orthion_oblanceolatum,Orthion_oblanceolatum,NA,31.8,1.7,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,A,Afw
Garcinia_intermedia,Garcinia_intermedia,NA,10.8,0.7,1.0218669543572139,-0.8068678217846237,1.6953880096355223,1.1136422710818192,PFT4,Panamanian,Af,AFM,B,BShSk
Jacaranda_copaia,Jacaranda_copaia,NA,25.5,1.21,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,F,Dfad
Manilkara_bidentata,Manilkara_bidentata,NA,16.5,0.83,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,I,EFT
Nectandra_purpurea,Nectandra_purpurea,NA,17.8,0.77,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Ochroma_pyramidale,Ochroma_pyramidale,NA,21.4,1.49,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Oenocarpus_mapora,Oenocarpus_mapora,NA,20.5,1.27,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Pourouma_bicolor,Pourouma_bicolor,NA,20,1.24,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Simarouba_amara,Simarouba_amara,NA,17.4,0.65,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Socratea_exorrhiza,Socratea_exorrhiza,NA,19.9,1.24,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Tapirira_guianensis,Tapirira_guianensis,NA,15.4,0.88,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Vochysia_ferruginea,Vochysia_ferruginea,NA,17.3,1,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Calyptrogyne_costatifrons,Calyptrogyne_costatifrons,NA,22.4,1.53,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Geonoma_cuneata,Geonoma_cuneata,NA,16.2,1.02,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Lozania_pittieri,Lozania_pittieri,NA,19.2,1.07,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Mollinedia_viridiflora,Mollinedia_viridiflora,NA,18.9,1.06,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Psychotria_suerrensis,Psychotria_suerrensis,NA,20.4,0.8,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Cecropia_obtusifolia,Cecropia_obtusifolia,26.68,41.6,3.04,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Ochroma_pyramidale,Ochroma_pyramidale,15.46,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Jacaranda_copaia,Jacaranda_copaia,9.66,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,F,Dfad
Cecropia_insignis,Cecropia_insignis,9.09,17.1,1.24,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Vochysia_ferruginea,Vochysia_ferruginea,8.75,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Apeiba_membranacea,Apeiba_membranacea,8.94,25.8,1.12,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT6,Panamanian,Am,AFM,B,BShSk
Pourouma_bicolor,Pourouma_bicolor,7.01,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Lozania_pittieri,Lozania_pittieri,28.57,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Tapirira_guianensis,Tapirira_guianensis,7.08,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Mollinedia_viridiflora,Mollinedia_viridiflora,25.99,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Simarouba_amara,Simarouba_amara,5.68,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT6,Panamanian,Am,AFM,F,Dfad
Manilkara_bidentata,Manilkara_bidentata,5.81,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,I,EFT
Brosimum_utile,Brosimum_utile,6.84,18.2,1.04,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Socratea_exorrhiza,Socratea_exorrhiza,6.84,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Nectandra_purpurea,Nectandra_purpurea,6.77,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,E,Cwac
Oenocarpus_mapora,Oenocarpus_mapora,8.91,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Aspidosperma_desmanthum,Aspidosperma_desmanthum,6.45,20.4,0.84,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,A,Afw
Psychotria_suerrensis,Psychotria_suerrensis,22.89,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Calyptrogyne_costatifrons,Calyptrogyne_costatifrons,16.99,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Carapa_guianensis,Carapa_guianensis,4.87,13.7,0.86,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Calophyllum_longifolium,Calophyllum_longifolium,3.87,12.1,0.72,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Geonoma_cuneata,Geonoma_cuneata,16.62,NA,NA,1.2262132120444422,-1.2462738920254668,2.019154370225782,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,13.32569245,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,14.10955711,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,13.45070423,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,19.0955414,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,17.82851986,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,15.84845006,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,18.74899598,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,21.51058824,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,18.26810176,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,19.15098039,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,25.27106227,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,24.67460317,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,15.90163934,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,15.99300699,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,15.3109405,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,17.3011583,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,15.67697595,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Alseis_blackiana,Alseis_blackiana,19.25732899,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Apeiba_membranacea,Apeiba_membranacea,16.2811647,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT6,Panamanian,Am,AFM,B,BShSk
Apeiba_membranacea,Apeiba_membranacea,21.05251641,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT6,Panamanian,Am,AFM,B,BShSk
Apeiba_membranacea,Apeiba_membranacea,17.9425859,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT6,Panamanian,Am,AFM,B,BShSk
Apeiba_membranacea,Apeiba_membranacea,14.36917098,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT6,Panamanian,Am,AFM,B,BShSk
Aspidosperma_spruceanum,Aspidosperma_spruceanum,11.98784195,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,11.43031359,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,12.66578947,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,12.94726563,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,12.60770328,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,11.68906883,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,9.340120664,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,10.5703125,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,10.20246914,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,8.422145329,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,9.147778785,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Aspidosperma_spruceanum,Aspidosperma_spruceanum,9.687964339,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Astrocaryum_standleyanum,Astrocaryum_standleyanum,6.856299213,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Astrocaryum_standleyanum,Astrocaryum_standleyanum,7.014164306,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Astrocaryum_standleyanum,Astrocaryum_standleyanum,7.284423179,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Astrocaryum_standleyanum,Astrocaryum_standleyanum,7.383259912,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Astrocaryum_standleyanum,Astrocaryum_standleyanum,7.508549715,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Astrocaryum_standleyanum,Astrocaryum_standleyanum,7.033006244,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Beilschmiedia_pendula,Beilschmiedia_pendula,6.941251596,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Beilschmiedia_pendula,Beilschmiedia_pendula,6.96905016,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Beilschmiedia_pendula,Beilschmiedia_pendula,6.957407407,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Beilschmiedia_pendula,Beilschmiedia_pendula,7.744625407,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Beilschmiedia_pendula,Beilschmiedia_pendula,6.184472462,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Beilschmiedia_pendula,Beilschmiedia_pendula,6.563190184,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,E,Cwac
Brosimum_alicastrum,Brosimum_alicastrum,12.63989637,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,14.37541528,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,15.11688312,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,15.42384106,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,15.23443223,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,12.59534884,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,8.633898305,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,9.942528736,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,8.069364162,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,9.115107914,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,8.97761194,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Brosimum_alicastrum,Brosimum_alicastrum,7.597359736,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,12.91452991,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,14.34507042,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,15.5,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,12.07142857,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,12.94423792,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cassipourea_guianensis,Cassipourea_guianensis,11.88673139,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,10.14238953,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,8.46434311,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,8.159596239,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,7.853089937,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,7.71480886,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_insignis,Cecropia_insignis,7.93959042,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,10.85603784,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,11.77026767,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,12.56549969,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,12.12199486,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,14.20904749,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,17.18331077,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Cecropia_obtusifolia,Cecropia_obtusifolia,13.80811021,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,B,BShSk
Chamguava_schippii,Chamguava_schippii,14.39252336,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chamguava_schippii,Chamguava_schippii,13.08282209,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chamguava_schippii,Chamguava_schippii,13.16796875,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chamguava_schippii,Chamguava_schippii,14.78733032,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chamguava_schippii,Chamguava_schippii,14.69545455,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chamguava_schippii,Chamguava_schippii,15.2962963,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,A,Afw
Chimarrhis_parviflora,Chimarrhis_parviflora,14.18895966,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
Chimarrhis_parviflora,Chimarrhis_parviflora,15.96301775,NA,NA,1.2262132120444422,-1.2443717012452036,1.713430717036837,0.7393633924604026,PFT4,Panamanian,Am,AFM,D,Cfac
